id	value
2073	x wing
2074	gun
2075	green goblin
2076	snake
2077	sea monster
2078	princess
2079	traps
2080	force
2081	leia
2082	santa claus
2083	travel
2084	egg
2085	sky
2086	grand
2087	behavior modification
2088	bruce wayne
2089	combat
2090	power
2091	tx
2092	sci fi
2093	cards
2094	hero
2095	c3po
2096	shape
2097	team
2098	cb radio
2099	foul language
2100	winter
2101	injuries
2102	dodgeball
2103	mary
2104	highway
2105	action figure
2106	luke
2107	purpose
2108	snake plissken
2109	believe
2110	father
2111	super
2112	john denver
2113	enemy
2114	agent smith
2115	theif
2116	octopus
2117	morpheus
2118	beaver
2119	toys
2120	action figures
2121	timeless themes
2124	very well made
2125	meaning lost in adaptation
2126	i dont like documentaries
2127	preview was better
2128	smart humor
2130	incoherent
2131	did i miss something
2132	pointless
2133	leonard nimoy
2134	urbane
2136	movie to see
2137	joe dante
2138	unnecessary
2139	concert
2140	irsh
2141	good dvd features
2142	postpunk
2143	supremely sexy
2144	breakthroughs
2145	joan greenwood
2146	pink
2147	flawed
2148	ammhorror
2149	ammdrama
2150	ammaction
2151	ammchickflicks
2152	crime family
2153	notable nudity
2155	trash
2156	lmao
2158	emma thompson
2159	kevin costner
2160	nathan filion
2161	gansters
2162	kenneth branagh
2163	joss whedon
2164	jackie chan
2165	past life
2166	mixed marriage
2168	sdf
2169	insightful
2170	excellent historical depiction
2171	danny boyle
2172	voodoo
2173	jamaica
2174	cops
2175	alternate reality
2176	mind
2177	imaginary friend
2178	deer
2180	spiders
2181	slasher
2182	kathy bates
2183	crime gone awry
2184	stallone
2185	schwarzenegger
2186	out of order
2187	caper
2188	summer
2189	feel good
2190	stunning
2191	fencing
2192	cole porter
2193	true love
2194	firefly
2195	drug rings
2196	television
2197	graphic novel
2198	wwi pacificsm
2199	big tobacco
2200	twelfth night
2202	sequels
2204	remakes
2206	video game
2207	iraq
2209	witchhunts
2210	gnosticism
2211	postmodern
2212	magazines
2213	conspiracy theory
2214	internet
2215	gymnastics
2216	cuba
2221	brilliant heistsa funny
2223	cant stand godard
2225	a whimsical
2227	youve seen them all
2229	characters with great depth
2231	rakkautta ja anarkiaa
2232	danish
2233	very little dialogue
2234	hiff
2235	buddy
2236	cycling
2239	netflix
2240	better
2241	tarantino
2243	dialogue
2244	scenic
2245	black humour
2246	eighties
2247	dialogue driven
2249	character driven
2250	filim noir
2251	racist history
2253	must watch/own
2254	my favourite
2257	incredible
2258	great scifi
2259	see
2260	historical
2261	afternoon section
2262	bad copy of saw
2265	great performance by pacino
2267	great dialogue
2268	well acted
2273	standard disney storyline
2275	good story line
2276	spaghetti
2277	great plot
2278	well scripted
2280	hot girl
2282	simply terrific
2283	slick
2284	great direction
2285	terrific cast
2288	great car chase scenes
2290	predictable results
2291	great promise
2292	unwatchable
2293	computer animation
2294	assassins
2295	remade
2296	action thriller
2298	good but not great
2300	prison break
2302	immature
2303	mediocre plot
2304	worst ever
2305	pygmalion
2306	philosopical
2307	fantacy
2308	val kilmer
2309	spy
2310	international
2311	lichen
2312	richard gere
2313	vigilante
2314	elisabeth shue
2315	milla jovovich
2316	deep
2318	daniel radcliffe
2319	funny bclass fantasy
2320	quite okay
2321	from tarantino
2323	good movie
2324	amazing western
2325	quite good thriller
2326	not so good
2327	arnies best movie ever
2328	okay
2329	good scifi
2330	great animation
2332	good movie from depp
2333	okay once
2335	funfunfun
2336	seen several times
2337	unintentionally funny
2341	morgan freeman
2343	vincent cassel
2344	leonor watling
2345	xfiles
2346	stephen rea
2347	gary sinise
2348	robert duvall
2349	the best of jaws
2351	ziyi zhang
2355	very strange
2356	emotion
2357	godard
2358	matheus nachtergaele
2359	gary oldman
2360	kate hudson
2361	for kids
2362	antonio banderas
2364	kate winslet
2366	more or less
2367	david carradine
2370	janet leigh
2371	russell crowe
2372	geoffrey rush
2374	helen hunt
2375	so so
2376	very good for kids
2377	olivia newtonjohn
2378	the film
2381	kirsten dunst
2382	the original is better
2383	kar wai wong
2384	wes craven
2386	ed harris
2387	the japanese is better
2389	benicio del toro
2390	john turturro
2391	guy pearce
2393	al pacino
2395	sean young
2398	a classic
2399	uma thurman
2401	tobey maguire
2402	to kids
2403	madeleine stowe
2404	good for kids
2405	the best of
2406	ridley scott
2407	madonna
2409	its all true
2410	dogma 95
2411	brian de palma
2417	the best of terminator
2418	christopher lloyd
2420	steve mcqueen
2421	very good thriller
2422	very interesting
2425	very clever
2427	annette bening
2428	mathieu kassovitz
2429	very good edition
2431	julianne moore
2433	alice braga
2434	ralph fiennes
2435	good photography
2437	jeanpaul belmondo
2441	cate blanchett
2443	very boring
2444	michelle pfeiffer
2446	daniel daylewis
2449	allegorical
2450	filme1
2451	morgan spurlock
2452	francis ford coppola
2453	robert mulligan
2454	richard marquand
2455	story
2456	bryan singer
2457	gene kelly
2458	john huston
2459	michel gondry
2460	john landis
2461	sidney lumet
2462	oliver stone
2463	yoji yamada
2464	neil jordan
2465	david fincher
2466	john lasseter
2467	uk
2468	michael mann
2469	jacob aaron estes
2470	robert zemeckis
2471	filmnoir
2472	stanley donen
2473	tim robbins
2474	james cameron
2475	andrew davis
2476	michael curtiz
2477	john mctiernan
2478	alan j pakula
2479	play
2480	monaco
2481	usa
2482	john singleton
2483	article
2484	west germany
2485	irvin kershner
2486	mysterious
2488	rococo
2490	favorite
2491	good message
2492	wellmade
2493	boyonboy action
2494	amazing sountrack
2495	semiotic
2496	amazing soundtrack
2497	quirky good
2498	spot the patterns
2500	french lesbian love story
2501	humanity
2502	french new wave
2503	sophia loren
2504	italian bittersweet romance
2505	hollywood witchhunt
2506	compassion
2507	scandinavian summer
2508	generous
2509	beautifully photographed
2510	bergman
2511	bravery
2512	gripping
2513	bittersweet
2514	russian communist tragedy
2515	brilliance
2516	slash
2518	my favourite of all
2523	underrated piece of genius
2525	make love to it
2526	il film perfetto
2527	la vie en rose
2528	disappointing from two geniuses
2532	the greatest
2533	elton john
2534	spectacular action scenes
2535	reality or imagination
2536	footall
2537	amigos
2538	atmospheric
2540	runaway
2541	emotional
2542	waste of time
2543	excellent movie
2544	pediatrics
2545	underwater
2546	psychiatry
2547	medschool
2548	september 11th
2549	doctor
2550	left wing
2551	liberal
2552	slop
2553	joke
2554	britain
2555	best one
2556	bazooka
2557	flashbacks
2558	very violent
2559	homeland security
2560	fetish clothes
2561	ending twist
2562	teen movie
2563	redneck
2564	invasion
2565	electricity
2566	drowning
2567	teleportation
2568	deathray
2569	single father
2570	surprising ending
2571	blonde
2572	gore
2573	breasts
2574	hit by car
2575	get this
2576	wanttosee
2577	pierce brosnan
2578	joaquin phoenix
2579	patrick stewart
2580	mormon
2581	futuristmoviescom
2582	coup
2583	unforgetable
2584	military life
2585	plot twist
2586	covert operation
2587	russians
2588	cover
2590	humane
2591	disco
2592	penguin
2593	harlin
2594	serious
2595	bloodshed
2596	death
2597	whimsical
2599	odysseus
2600	strong
2601	independence
2602	bluegrass
2603	whodunnit
2604	clay
2606	mystic
2607	spy thriller
2608	homeros
2610	bob geldof
2611	nuclear bomb
2612	tricky
2613	progressive
2614	beautiful
2616	striptease
2617	oneliners
2618	shooting
2619	rare
2620	golden palm
2621	wesley snipes
2622	jessica biel
2623	computer game
2624	jennifer garner
2626	perfect
2628	high camp
2629	aids
2630	framed
2632	heroism
2633	toilet humour
2634	psychopaths
2635	funeral
2636	drug abuse
2637	scandal
2639	shit
2640	standup comedy
2641	lawsuit
2642	zombie
2644	nyc
2645	jail
2646	la
2647	animal movie
2648	stand up
2649	phone
2650	confusing
2651	pop culture
2652	investigation
2653	korea
2655	robbery
2656	novelist
2657	arms dealer
2658	haley joel osment
2659	great depression
2661	media
2662	wacky
2663	distopia
2664	business
2665	super boring
2666	law
2667	cheesy
2668	flawed but worthwhile
2669	classic performance
2670	breathtaking
2671	brilliant
2672	special
2674	popular philosophy
2675	death of a parent
2676	iran
2677	disfunctional family
2678	skinhead
2679	regrets
2680	skateboarding
2681	grindhouse
2682	white trash
2684	iraq war
2685	bogart & bacall
2686	humphrey bogart
2687	ingrid bergman
2688	film noir
2690	video game testers
2691	thought provoking
2692	immoral
2693	based on a comic
2694	feelgood
2695	frustrating to watch
2696	rear window clone
2697	serial killers
2698	mass hysteria
2699	excellent soundscore
2700	little dialogue
2701	heroic bloodshed
2702	perversion
2703	embarassed to watch
2704	iggy pop
2705	lush
2706	cryptic
2707	woody harrelson
2708	geriatric
2709	chevy chase
2710	killer squirrel
2711	fly fishing
2712	hotel
2714	okinawa
2715	clooney
2716	streisand
2717	seen 2006
2718	science fiction gone bad
2719	raunch
2721	hitchcock parody
2722	eastwood
2724	sequel fever
2725	cruise
2726	denzel
2727	blood and guts
2728	jesse ventura
2729	weird
2730	cartoonish
2731	foqam
2732	kid flick
2733	gene hackman
2734	schwartzenegger
2735	nr (r)
2736	r (language)
2737	nr (pg)
2738	nr
2739	te kijken
2741	great acting
2742	coming of age
2743	brazil
2744	torent
2745	disk
2746	spindle
2747	tobuy
2750	john woo
2751	owen wilson
2752	truck
2753	spielberg
2754	tom arnold
2756	michael pitt
2757	steve carell
2759	the photagraphy is amazing
2762	comedy and action
2763	it has drama
2765	great great movie
2766	the atmosphere very natural
2768	very smart movie
2771	great story
2774	oldschool
2775	fair
2776	adapted from the play
2777	stephen soderberg
2779	not historically accurate
2781	oppressive soundtrack
2782	nostalgic
2783	crom
2784	highschool
2785	sisters
2786	cult
2787	stiller
2788	knights
2789	wapendrama
2790	boksdrama
2792	favelas
2793	lobbyism
2796	still current
2797	muhammad ali
2799	steak in the face
2800	kusturica
2801	chomsky
2802	classic monster
2804	watched 2006
2805	emotional and heroic
2806	ambiguous ending
2807	beautiful film
2809	good acting
2810	refreshing
2812	fascinating characters
2813	couldnt watch twice though
2816	memorable characters
2817	believable
2818	my favourite character
2819	powerful
2820	great action
2821	cool costume
2822	confusing ending
2823	arty ending
2824	not predictive humour
2826	nobrainer
2827	drifiting
2828	pool
2829	vw
2831	quinten tarantino
2832	great steampunk action triller
2833	frightfully good
2834	too constructed
2835	its a bore
2836	brillant artists
2838	slow plot
2841	anstrengend
2842	best horror ever seen
2843	very girlish
2844	movie of its time
2845	good action
2846	ambitioned
2848	unusual
2849	oh so dramatic
2850	moral
2851	saved
2852	oskar schindler
2853	jews
2854	ad
2855	mossad
2860	not again
2861	oh no
2862	dusty bottoms up
2863	afternoon you wont forget
2867	wrongly accused
2868	asian culture
2869	questioning sexuality
2870	hitchcock film
2871	race issues
2873	gay relationship
2874	humorous
2875	1990s
2876	gay interest
2877	halle berry
2878	1980s
2879	on the run
2881	evolution
2882	piano
2883	spencer tracy
2885	harlan coben
2887	stockard channing
2888	mother son relationship
2889	cary grant
2890	donald sutherland
2892	toronto
2893	dominic cooper
2894	murder mystery
2895	university
2896	second chance
2898	surprise ending
2899	comedy romance
2900	twists
2901	real estate
2902	germany
2903	dvdr
2904	cheesy bad
2905	eddie murphy
2906	father son relationship
2907	snipes
2909	great actions
2912	crappy sequel
2914	shock value
2915	awesome
2916	author:agatha christie
2917	hercule poirot
2918	bad sequel
2919	hot pants
2921	to watch soon
2922	circus sideshow
2923	tivo
2924	toplist08
2925	toplist07
2926	toplist06
2927	tcm
2928	hdtv
2929	afi
2930	japanese
2932	popcorn
2933	technology
2934	natural disaster
2936	vague
2937	girl power
2938	lame
2939	mobster
2940	sendup
2941	series
2942	sick
2943	kevin smith
2945	depp and burton
2946	toni collete
2947	cloning
2948	fbi
2950	star trek
2951	selma blair
2952	dont watch it again
2953	get
2954	beautiful scenery
2955	own
2956	cameron diaz
2957	classical music
2958	opera
2959	elijah wood
2960	oscar (best supporting actor)
2963	ukraine
2964	christina applegate
2965	18th century
2966	meryl streep
2967	cutesy
2968	fresh
2969	one day
2970	neonoir
2971	fly
2972	husband wife relationship
2974	gold digger
2976	viggo mortensen
2977	spanish
2978	southern theme
2979	sdzd
2980	blaspheme
2982	flying
2983	relationships
2984	aeronautics
2986	watch the credits
2987	movielens top pick
2988	lynching
2989	jacques tati
2990	sequel better than original
2991	homoerotic hobbitonhobbit action
2992	cool but freaky
2994	enjoyed despite myself
2995	jimmy stewart
